ID2,Latitude,Longitude,TopDepth,BottomDepth,Horizon1998,pH1998,Horizon2008,pH2008,Horizon2015,pH2015
73,46.77963696740592,-117.08617245559854,0,10,Ap,5.44,Ap,4.83,Ap,4.67
73,46.77963696740592,-117.08617245559854,10,20,A,5.34,A,5.39,A,4.63
73,46.77963696740592,-117.08617245559854,20,30,A,6.08,A-AB,6.51,A-AB,5.84
73,46.77963696740592,-117.08617245559854,30,52,AB,6.4,AB,0,AB,6.28
73,46.77963696740592,-117.08617245559854,52,85,Bw1,6.72,Bw1,0,Bw1,6.64
73,46.77963696740592,-117.08617245559854,85,116,Bw2,7.05,Bw2,0,Bw2,6.8
73,46.77963696740592,-117.08617245559854,116,135,Bk1,6.47,Bk1,0,Bk1,7.05
73,46.77963696740592,-117.08617245559854,135,153,Bk2,7.18,Bk2,0,Bk2,7.3
75,46.77964199992856,-117.0853049999993,0,10,Ap,5.16,Ap,4.98,Ap,4.77
75,46.77964199992856,-117.0853049999993,10,20,A1,5.24,Ap-A1,5.41,Ap-A1,4.98
75,46.77964199992856,-117.0853049999993,20,30,A1,6.19,A1,6.25,A1,5.91
75,46.77964199992856,-117.0853049999993,30,31,A1,6.19,,5.56,A1,5.86
75,46.77964199992856,-117.0853049999993,31,54,A2,6.41,A2,6.22,A2,6.4
75,46.77964199992856,-117.0853049999993,54,72,A3,6.44,A3,6.44,A3,6.68
75,46.77964199992856,-117.0853049999993,72,95,BE,6.68,BE,6.49,BE,6.99
75,46.77964199992856,-117.0853049999993,95,133,Btb1,7.01,Btb1,6.64,Btb1,7.23
75,46.77964199992856,-117.0853049999993,133,153,Btb2,6.92,Btb2,6.76,Btb2,7.24
77,46.77957899993358,-117.08446900000581,0,10,Ap,5.36,Ap,5.23,Ap,4.24
77,46.77957899993358,-117.08446900000581,10,20,A,5.97,Ap-A,5.27,Ap-A,5.07
77,46.77957899993358,-117.08446900000581,20,30,A,6.63,A,6.48,A,5.89
77,46.77957899993358,-117.08446900000581,30,35,A,0,A,5.56,A,6.16
77,46.77957899993358,-117.08446900000581,35,62,AB,6.5,AB,6.36,,
77,46.77957899993358,-117.08446900000581,62,96,AE,6.75,AE,6.65,,
77,46.77957899993358,-117.08446900000581,96,123,Bw1,6.86,Bw1,6.87,,
77,46.77957899993358,-117.08446900000581,123,153,Bw2,6.91,Bw2,6.96,Bw2,7.49
77,46.77957899993358,-117.08446900000581,35,67,,,,,AB,6.91
77,46.77957899993358,-117.08446900000581,67,103,,,,,AE,7.16
77,46.77957899993358,-117.08446900000581,103,123,,,,,Bw1,7.44
79,46.77959499993054,-117.08363299999654,0,10,Ap,5.35,Ap,5.13,Ap,4.5
79,46.77959499993054,-117.08363299999654,10,20,Ap,5.69,Ap-A1,5.34,Ap-A1,4.89
79,46.77959499993054,-117.08363299999654,20,30,Ap,6.42,A1,6.35,A1,5.95
79,46.77959499993054,-117.08363299999654,30,35,A1,0,A1,5.11,A1,5.7
79,46.77959499993054,-117.08363299999654,35,52,A2,6.25,A2,6.17,A2,6.47
79,46.77959499993054,-117.08363299999654,52,74,AB,6.21,AB,6.19,,
79,46.77959499993054,-117.08363299999654,74,88,E,6.2,E,6.38,,
79,46.77959499993054,-117.08363299999654,88,118,BE,6.14,BE,6.62,BE,6.76
79,46.77959499993054,-117.08363299999654,118,153,Btb,6.22,Btb,6.42,Btb,6.79
79,46.77959499993054,-117.08363299999654,52,79,,,,,AB,6.93
79,46.77959499993054,-117.08363299999654,79,88,,,,,E,6.84
81,46.77958499992913,-117.08279699999751,0,10,Ap,5.27,Ap,4.89,Ap,4.62
81,46.77958499992913,-117.08279699999751,10,20,Ap,5.17,A,5.95,A,5.16
81,46.77958499992913,-117.08279699999751,20,30,Ap,6.03,A,6.8,A,6.07
81,46.77958499992913,-117.08279699999751,30,34,A,0,A,5.15,A,5.81
81,46.77958499992913,-117.08279699999751,34,71,BE,6.45,BE,6.12,BE,6.45
81,46.77958499992913,-117.08279699999751,71,99,Btb1,6.58,Btb1,6.49,Btb1,6.87
81,46.77958499992913,-117.08279699999751,99,124,Btb2,6.62,Btb2,6.65,Btb2,7.16
81,46.77958499992913,-117.08279699999751,124,153,Btb3,6.63,Btb3,6.64,Btb3,7.29
83,46.779423999931225,-117.08196100000235,0,10,Ap,5.33,Ap,4.57,Ap,4.72
83,46.779423999931225,-117.08196100000235,10,20,Ap,5.41,Ap-A1,5.28,Ap-A1,4.95
83,46.779423999931225,-117.08196100000235,20,30,Ap,6.06,A1,6.05,A1,5.78
83,46.779423999931225,-117.08196100000235,30,40,A1,5.88,A1,5.1,A1,6.18
83,46.779423999931225,-117.08196100000235,40,60,A2,6.06,A2,6.06,A2,6.4
83,46.779423999931225,-117.08196100000235,60,90.5,Bw1,6.34,Bw1,6.24,Bw1,6.97
83,46.779423999931225,-117.08196100000235,90.5,115.5,Bw2,6.49,Bw2,6.47,,
83,46.779423999931225,-117.08196100000235,115.5,153,Btb,6.57,Btb,6.57,,
83,46.779423999931225,-117.08196100000235,90.5,116,,,,,Bw2,7.12
83,46.779423999931225,-117.08196100000235,116,153,,,,,Btb,7.24
85,46.779564999929015,-117.08112500000126,0,10,Ap,5.5,Ap,5.35,Ap,4.63
85,46.779564999929015,-117.08112500000126,10,20,A,5.3,Ap-A,5.53,Ap-A,5.01
85,46.779564999929015,-117.08112500000126,20,30,A,6.32,A,6.24,A,5.7
85,46.779564999929015,-117.08112500000126,30,31,A,6.32,,5.19,A,5.63
85,46.779564999929015,-117.08112500000126,31,62,AB,6.11,AB,5.98,AB,6.44
85,46.779564999929015,-117.08112500000126,62,90,Bw1,6.2,Bw1,6.48,Bw1,6.92
85,46.779564999929015,-117.08112500000126,90,112,Bw2,6.18,Bw2,6.61,Bw2,6.94
85,46.779564999929015,-117.08112500000126,112,153,Bw3,6.17,Bw3,6.63,Bw3,7.12
87,46.77968399993171,-117.08028899999346,0,10,Ap,5.25,Ap,5.15,Ap,4.29
87,46.77968399993171,-117.08028899999346,10,20,Ap,5.53,Ap-A,5.37,Ap-A,5.05
87,46.77968399993171,-117.08028899999346,20,30,Ap,6.46,A,6.49,A,5.97
87,46.77968399993171,-117.08028899999346,30,46,A,5.74,A,5.37,A,6.11
87,46.77968399993171,-117.08028899999346,46,74,AB,6.18,AB,6.26,AB,6.6
87,46.77968399993171,-117.08028899999346,74,102,Btb1,6.34,Btb1,6.53,Btb1,6.86
87,46.77968399993171,-117.08028899999346,102,125,Btb2,6.26,Btb2,6.62,Btb2,6.94
87,46.77968399993171,-117.08028899999346,125,153,Btb3,6.23,Btb3,6.65,Btb3,7.01
89,46.779606714350294,-117.07944701867667,0,10,Ap,5.15,Ap,4.92,Ap,4.76
89,46.779606714350294,-117.07944701867667,10,20,A1,5.46,Ap-A1,5.21,Ap-A1,4.98
89,46.779606714350294,-117.07944701867667,20,30,A1,6.41,A1,6.1,A1,5.98
89,46.779606714350294,-117.07944701867667,30,32,A1,6.41,,5.57,A1,5.92
89,46.779606714350294,-117.07944701867667,32,48,A2,6.1,A2,6.2,A2,6.41
89,46.779606714350294,-117.07944701867667,48,70,Bw1,6.3,Bw1,6.48,Bw1,6.72
89,46.779606714350294,-117.07944701867667,70,112,Bw2,6.55,Bw2,6.84,,
89,46.779606714350294,-117.07944701867667,112,153,Bwb,5.89,Bwb,6.9,,
89,46.779606714350294,-117.07944701867667,70,101,,,,,Bw2,6.99
89,46.779606714350294,-117.07944701867667,101,153,,,,,Bwb,7.23
91,46.7795519999343,-117.07861699999665,0,10,Ap,5.26,Ap,5.21,Ap,4.82
91,46.7795519999343,-117.07861699999665,10,20,Ap,5.38,Ap,5.43,Ap,5.2
91,46.7795519999343,-117.07861699999665,20,30,Ap,6.37,Ap-A1,6.24,A1,5.96
91,46.7795519999343,-117.07861699999665,30,37,A1,0,A1,6.16,A1,6.08
91,46.7795519999343,-117.07861699999665,37,55,A2,6.42,A2,6.61,A2,6.65
91,46.7795519999343,-117.07861699999665,55,86,AB,6.68,AB,6.72,AB,6.88
91,46.7795519999343,-117.07861699999665,86,125,Btb,6.65,Btb,6.56,Btb,7.07
91,46.7795519999343,-117.07861699999665,125,153,Bwb,6.54,Bwb,6.41,Bwb,6.92
93,46.77949399993123,-117.07778100000496,0,10,Ap,5.37,Ap,4.69,Ap,4.39
93,46.77949399993123,-117.07778100000496,10,20,Ap,5.27,Ap-A1,5.67,Ap-A1,5.04
93,46.77949399993123,-117.07778100000496,20,30,Ap,6.13,A1,6.1,A1,5.93
93,46.77949399993123,-117.07778100000496,30,34,A1,0,A1,5.46,A1,6.44
93,46.77949399993123,-117.07778100000496,34,54,A2,6.05,A2,5.93,A2,6.32
93,46.77949399993123,-117.07778100000496,54,84,AE,6.31,AE,6.12,,
93,46.77949399993123,-117.07778100000496,84,121,Btb1,6.43,Btb1,6.37,,
93,46.77949399993123,-117.07778100000496,121,153,Btb2,6.3,Btb2,6.24,Btb2,7.02
93,46.77949399993123,-117.07778100000496,54,80,,,,,AE,6.53
93,46.77949399993123,-117.07778100000496,80,121,,,,,Btb1,7.02
95,46.779716820011146,-117.08807304254275,0,10,Ap,5.16,Ap,5.07,Ap,5.13
95,46.779716820011146,-117.08807304254275,10,20,Ap,5.26,A,0,A,4.64
95,46.779716820011146,-117.08807304254275,20,30,Ap,5.46,A,0,A,5.09
95,46.779716820011146,-117.08807304254275,30,31,A,7.29,A,4.82,,
95,46.779716820011146,-117.08807304254275,31,65,E,6.09,E,5.68,,
95,46.779716820011146,-117.08807304254275,65,77,EB,6.77,EB,6.42,EB,6.66
95,46.779716820011146,-117.08807304254275,77,94,Bwb1,7.2,Bwb1,6.97,Bwb1,6.91
95,46.779716820011146,-117.08807304254275,94,121,Bwb2,0,Bwb2,7.12,Bwb2,7.12
95,46.779716820011146,-117.08807304254275,121,141,Btb1,7.03,Btb1,6.76,Btb1,7.37
95,46.779716820011146,-117.08807304254275,141,153,Btb2,6.66,Btb2,6.65,Btb2,7.78
95,46.779716820011146,-117.08807304254275,30,36,,,,,A,5.39
95,46.779716820011146,-117.08807304254275,36,65,,,,,E,6.09
97,46.77987299993621,-117.08724500000507,0,10,Ap,5.23,Ap,4.76,Ap,4.42
97,46.77987299993621,-117.08724500000507,10,20,Ap,5.74,Ap-A,5.33,Ap-A,4.8
97,46.77987299993621,-117.08724500000507,20,30,Ap,5.25,A,5.86,A,5.3
97,46.77987299993621,-117.08724500000507,30,37,A,5.26,A,5,A,5.6
97,46.77987299993621,-117.08724500000507,37,52,AE,5.28,AE,5.47,AE,6.18
97,46.77987299993621,-117.08724500000507,52,75,EB,5.62,EB,5.8,EB,6.48
97,46.77987299993621,-117.08724500000507,75,104.5,Btb1,5.64,Btb1,5.74,,
97,46.77987299993621,-117.08724500000507,104.5,135,Btb2,5.72,Btb2,5.68,,
97,46.77987299993621,-117.08724500000507,135,153,Btb3,5.63,Btb3,5.64,Btb3,6.66
97,46.77987299993621,-117.08724500000507,75,105,,,,,Btb1,6.62
97,46.77987299993621,-117.08724500000507,105,135,,,,,Btb2,6.63
99,46.77993499993081,-117.08640899999394,0,10,Ap,5.23,Ap,4.78,Ap,4.58
99,46.77993499993081,-117.08640899999394,10,20,A,5.31,Ap-A,5.38,Ap-A,4.76
99,46.77993499993081,-117.08640899999394,20,30,A,6.45,A,6.51,A,5.79
99,46.77993499993081,-117.08640899999394,30,33,A,6.45,,5.43,A,6.16
99,46.77993499993081,-117.08640899999394,33,53,AB,6.14,AB,6.11,AB,6.51
99,46.77993499993081,-117.08640899999394,53,78,Bw1,6.5,Bw1,6.4,Bw1,6.79
99,46.77993499993081,-117.08640899999394,78,106,Bw2,6.79,Bw2,6.66,Bw2,6.98
99,46.77993499993081,-117.08640899999394,106,125,Bw3,7.09,Bw3,6.89,Bw3,7.15
99,46.77993499993081,-117.08640899999394,125,141,BC,7.14,BC,7.29,BC,7.27
99,46.77993499993081,-117.08640899999394,141,153,BCk,6.94,BCk,7.45,BCk,7.52
101,46.77980999993464,-117.08557299999923,0,10,Ap,5.34,Ap,4.91,Ap,4.78
101,46.77980999993464,-117.08557299999923,10,20,Ap,5.42,Ap-A,5.29,Ap-A,5.06
101,46.77980999993464,-117.08557299999923,20,30,Ap,6.16,A,6.43,A,6
101,46.77980999993464,-117.08557299999923,30,43,A,6.66,A,5.75,A,5.79
101,46.77980999993464,-117.08557299999923,43,71,Bw1,6.73,Bw1,6.37,Bw1,6.4
101,46.77980999993464,-117.08557299999923,71,103,Bw2,6.84,Bw2,6.57,Bw2,7.01
101,46.77980999993464,-117.08557299999923,103,132,Bw3,6.96,Bw3,6.72,Bw3,7.19
101,46.77980999993464,-117.08557299999923,132,153,Btb,6.89,Btb,6.62,Btb,7.16
103,46.779775999927644,-117.08473700000131,0,10,Ap,5.32,Ap,5.21,Ap,4.45
103,46.779775999927644,-117.08473700000131,10,20,A1,4.99,Ap-A1,5.53,Ap-A1,4.96
103,46.779775999927644,-117.08473700000131,20,30,A1,5.43,A1,6.21,A1,5.72
103,46.779775999927644,-117.08473700000131,30,59,A2,6.3,A2,5.18,,
103,46.779775999927644,-117.08473700000131,59,74,BE1,6.7,BE1,6.62,,
103,46.779775999927644,-117.08473700000131,74,84,BE2,6.77,BE2,6.78,,
103,46.779775999927644,-117.08473700000131,84,128,Btb1,6.65,Btb1,6.78,,
103,46.779775999927644,-117.08473700000131,128,153,Btb2,6.26,Btb2,6.58,Btb2,7.06
103,46.779775999927644,-117.08473700000131,30,57,,,,,A2,6.95
103,46.779775999927644,-117.08473700000131,57,77,,,,,BE1,6.6
103,46.779775999927644,-117.08473700000131,77,96,,,,,BE2,7.01
103,46.779775999927644,-117.08473700000131,96,128,,,,,Btb1,7.16
105,46.77981799992982,-117.08390099999662,0,10,Ap,5.41,Ap,5.23,Ap,4.55
105,46.77981799992982,-117.08390099999662,10,20,Ap,5.62,Ap,5.64,Ap,5.18
105,46.77981799992982,-117.08390099999662,20,30,Ap,6.01,A,6.31,A,5.87
105,46.77981799992982,-117.08390099999662,30,43,A,5.71,A,5.74,A,6.11
105,46.77981799992982,-117.08390099999662,43,59,AB,5.77,AB,5.82,AB,6.38
105,46.77981799992982,-117.08390099999662,59,75,BE,5.85,BE,6.01,BE,6.85
105,46.77981799992982,-117.08390099999662,75,90,E,5.91,E,6.01,,
105,46.77981799992982,-117.08390099999662,90,133,Btb1,5.41,Btb1,6.1,,
105,46.77981799992982,-117.08390099999662,133,153,Btb2,5.59,Btb2,6.15,Btb2,6.66
105,46.77981799992982,-117.08390099999662,75,97,,,,,E,6.77
105,46.77981799992982,-117.08390099999662,97,133,,,,,Btb1,6.66
107,46.77980199992818,-117.08306500000162,0,10,Ap,5.75,Ap,5.68,Ap,5.41
107,46.77980199992818,-117.08306500000162,10,20,Ap,5.56,Ap,6.23,Ap,5.52
107,46.77980199992818,-117.08306500000162,20,30,Ap,6.28,Ap-A,6.72,Ap-A,6.11
107,46.77980199992818,-117.08306500000162,30,51.5,A,5.87,A,5.81,,
107,46.77980199992818,-117.08306500000162,51.5,65,BE,5.94,BE,6.04,,
107,46.77980199992818,-117.08306500000162,65,75,E,5.99,E,6.27,,
107,46.77980199992818,-117.08306500000162,75,108.5,Btb1,6.2,Btb1,6.31,,
107,46.77980199992818,-117.08306500000162,108.5,135,Btb2,6.3,Btb2,6.69,,
107,46.77980199992818,-117.08306500000162,135,153,Btb3,6.35,Btb3,6.85,Btb3,7.57
107,46.77980199992818,-117.08306500000162,30,40,,,,,A,6.35
107,46.77980199992818,-117.08306500000162,40,51,,,,,BE,6.59
107,46.77980199992818,-117.08306500000162,51,65,,,,,E,6.91
107,46.77980199992818,-117.08306500000162,65,109,,,,,Btb1,7.47
107,46.77980199992818,-117.08306500000162,109,135,,,,,Btb2,7.53
109,46.779879765064265,-117.08219347622591,0,10,Ap,5.56,Ap,5.37,Ap,4.79
109,46.779879765064265,-117.08219347622591,10,20,Ap,5.67,Ap,5.76,Ap,5.5
109,46.779879765064265,-117.08219347622591,20,30,Ap,6.19,Ap,6.44,Ap,6.03
109,46.779879765064265,-117.08219347622591,30,68,A,6.09,A,6.15,,
109,46.779879765064265,-117.08219347622591,68,100,EB,6.37,EB,6.5,,
109,46.779879765064265,-117.08219347622591,100,119,Btb1,6.46,Btb1,6.69,Btb1,7.06
109,46.779879765064265,-117.08219347622591,119,145,Btb2,5.95,Btb2,6.77,Btb2,7.24
109,46.779879765064265,-117.08219347622591,145,153,Btb3,6.66,Btb3,6.76,Btb3,7.33
109,46.779879765064265,-117.08219347622591,30,52,,,,,A,6.49
109,46.779879765064265,-117.08219347622591,52,100,,,,,EB,6.92
111,46.77984899993028,-117.08139300000438,0,10,Ap,4.97,Ap,4.88,Ap,4.87
111,46.77984899993028,-117.08139300000438,10,20,Ap,5.09,Ap,5.07,Ap,5.16
111,46.77984899993028,-117.08139300000438,20,30,Ap,6.09,Ap-A,6.06,Ap-A,6.05
111,46.77984899993028,-117.08139300000438,30,42,A,6.17,A,6.03,A,6.3
111,46.77984899993028,-117.08139300000438,42,60,Bw1,6.32,Bw1,6.36,Bw1,6.72
111,46.77984899993028,-117.08139300000438,60,80,Bw2,6.36,Bw2,6.5,Bw2,6.95
111,46.77984899993028,-117.08139300000438,80,113,BE,6.24,BE,6.47,BE,7.12
111,46.77984899993028,-117.08139300000438,113,132,Btb1,5.92,Btb1,6.43,Btb1,7.16
111,46.77984899993028,-117.08139300000438,132,153,Btb2,6.08,Btb2,6.49,Btb2,7.26
113,46.779690626223164,-117.08053908579596,0,10,,,Ap,5.17,,
113,46.779690626223164,-117.08053908579596,10,20,,,Ap-A,5.6,,
113,46.779690626223164,-117.08053908579596,20,30,,,A,6.47,,
113,46.779690626223164,-117.08053908579596,30,45,,,A,5.86,,
113,46.779690626223164,-117.08053908579596,45,66,,,Bw,6.02,,
113,46.779690626223164,-117.08053908579596,66,88,,,Btb1,6.31,,
113,46.779690626223164,-117.08053908579596,88,124,,,Btb2,6.47,,
113,46.779690626223164,-117.08053908579596,124,153,,,Btb3,6.67,,
115,46.77992462609662,-117.07970308597766,0,10,Ap,5.33,Ap,4.97,Ap,4.73
115,46.77992462609662,-117.07970308597766,10,20,Ap,5.17,Ap,5.41,Ap,5.08
115,46.77992462609662,-117.07970308597766,20,30,Ap,6.28,Ap-A,6.31,Ap-A,6.07
115,46.77992462609662,-117.07970308597766,30,43,A,6.1,A,6.07,A,6.25
115,46.77992462609662,-117.07970308597766,43,60,Bw,6.28,Bw,6.31,Bw,6.64
115,46.77992462609662,-117.07970308597766,60,87,BE,6.58,BE,6.41,BE,6.9
115,46.77992462609662,-117.07970308597766,87,130,Btb1,6.18,Btb1,6.45,Btb1,7.08
115,46.77992462609662,-117.07970308597766,130,153,Btb2,6.27,Btb2,6.34,Btb2,6.99
117,46.779825999929066,-117.0788850000052,0,10,Ap,5.16,Ap,5.35,Ap,4.8
117,46.779825999929066,-117.0788850000052,10,20,Ap,5.32,Ap,5.49,Ap,5.15
117,46.779825999929066,-117.0788850000052,20,30,Ap,6.07,Ap-A1,6.26,Ap-A1,5.94
117,46.779825999929066,-117.0788850000052,30,35,A1,5.86,A1,5.99,A1,6.11
117,46.779825999929066,-117.0788850000052,35,61.5,A2,6,A2,6.29,A2,6.53
117,46.779825999929066,-117.0788850000052,61.5,86,EB,6.07,EB,6.56,EB,6.7
117,46.779825999929066,-117.0788850000052,86,118,Btb1,6.06,Btb1,6.69,Btb1,6.98
117,46.779825999929066,-117.0788850000052,118,153,Btb2,6.4,Btb2,6.63,Btb2,6.97
119,46.779826633959054,-117.07801915998617,0,10,Ap,5.47,Ap,5.15,Ap,4.78
119,46.779826633959054,-117.07801915998617,10,20,Ap,5.43,Ap,5.24,Ap,4.99
119,46.779826633959054,-117.07801915998617,20,30,Ap,6.14,A,6.15,A,5.58
119,46.779826633959054,-117.07801915998617,30,47,A,0,A,5.89,A,6.11
119,46.779826633959054,-117.07801915998617,47,63,AB,6.13,AB,6.33,AB,6.55
119,46.779826633959054,-117.07801915998617,63,84,BE,6.28,BE,6.47,,
119,46.779826633959054,-117.07801915998617,84,102,Btb1,6.28,Btb1,6.53,,
119,46.779826633959054,-117.07801915998617,102,120,Btb2,6.32,Btb2,6.55,Btb2,6.95
119,46.779826633959054,-117.07801915998617,120,153,Btb3,5.32,Btb3,6.53,Btb3,6.72
119,46.779826633959054,-117.07801915998617,63,87,,,,,BE,6.83
119,46.779826633959054,-117.07801915998617,87,102,,,,,Btb1,6.71
121,46.779943999930865,-117.07721300000095,0,10,Ap,5.32,Ap,4.86,Ap,4.64
121,46.779943999930865,-117.07721300000095,10,20,Ap,5.16,Ap,5.52,Ap,5.04
121,46.779943999930865,-117.07721300000095,20,30,Ap,5.91,A,6.53,A,5.58
121,46.779943999930865,-117.07721300000095,30,47,A,5.79,A,0,A,7.39
121,46.779943999930865,-117.07721300000095,47,63,AB,6.04,AB,0,,
121,46.779943999930865,-117.07721300000095,63,84,BE,6.25,BE,0,,
121,46.779943999930865,-117.07721300000095,84,102,Btb,6.23,Btb,0,,
121,46.779943999930865,-117.07721300000095,102,120,Btb2,6.24,Btb2,0,Btb2,6.9
121,46.779943999930865,-117.07721300000095,120,153,Btb3,6.23,Btb3,0,Btb3,7.04
121,46.779943999930865,-117.07721300000095,47,61,,,,,AB,7.21
121,46.779943999930865,-117.07721300000095,61,82,,,,,BE,7.28
121,46.779943999930865,-117.07721300000095,82,102,,,,,Btb,7.6
123,46.78015899993115,-117.08728099999418,0,10,Ap,4.98,Ap,4.46,Ap,4.63
123,46.78015899993115,-117.08728099999418,10,20,Ap,5.01,Ap-A1,5.03,Ap-A1,4.67
123,46.78015899993115,-117.08728099999418,20,30,Ap,5.55,A1,5.54,A1,5.1
123,46.78015899993115,-117.08728099999418,30,41,A1,5.23,A1,4.99,A1,5.72
123,46.78015899993115,-117.08728099999418,41,72,A2,5.35,A2,5.52,A2,6.17
123,46.78015899993115,-117.08728099999418,72,97,AB,5.56,AB,5.3,AB,6.37
123,46.78015899993115,-117.08728099999418,97,122,BE1,5.66,BE1,5.43,BE1,6.48
123,46.78015899993115,-117.08728099999418,122,153,BE2,5.38,BE2,5.52,BE2,6.7
125,46.78022099993324,-117.08644499999963,0,10,Ap,5.65,Ap,5.16,Ap,4.53
125,46.78022099993324,-117.08644499999963,10,20,Ap,5.78,Ap-A,5.58,Ap-A,4.77
125,46.78022099993324,-117.08644499999963,20,30,Ap,6.25,A,6.02,A,5.56
125,46.78022099993324,-117.08644499999963,30,45,A,5.85,A,5.51,A,6.05
125,46.78022099993324,-117.08644499999963,45,64,EB1,6.03,EB1,5.81,EB1,6.35
125,46.78022099993324,-117.08644499999963,64,85,EB2,6.23,EB2,6.07,,
125,46.78022099993324,-117.08644499999963,85,112,Btb1,6.26,Btb1,6.31,,
125,46.78022099993324,-117.08644499999963,112,153,Btb2,5.93,Btb2,6.07,Btb2,6.97
125,46.78022099993324,-117.08644499999963,64,89,,,,,EB2,6.59
125,46.78022099993324,-117.08644499999963,89,112,,,,,Btb1,6.86
127,46.780088815237555,-117.08559327501136,0,10,Ap,5.2,Ap,4.64,Ap,5.24
127,46.780088815237555,-117.08559327501136,10,20,Ap,5.14,Ap-A,4.87,Ap,4.81
127,46.780088815237555,-117.08559327501136,20,30,Ap,5.44,A,5.97,Ap-A,5.09
127,46.780088815237555,-117.08559327501136,30,49.5,A,5.97,A,5.93,A,6.24
127,46.780088815237555,-117.08559327501136,49.5,94,Bw1,6.32,Bw1,6.45,Bw1,6.76
127,46.780088815237555,-117.08559327501136,94,107,BC,6.2,BC,6.64,BC,7.02
127,46.780088815237555,-117.08559327501136,107,153,Ck,6.62,Ck,6.79,Ck,7.26
129,46.78006199993227,-117.08477299999345,0,10,Ap,5.5,Ap,4.7,Ap,4.5
129,46.78006199993227,-117.08477299999345,10,20,Ap,5.14,Ap,5.37,Ap,4.75
129,46.78006199993227,-117.08477299999345,20,30,Ap,5.72,Ap-A,6.35,Ap-A,5.65
129,46.78006199993227,-117.08477299999345,30,36.5,A,6.14,A,6.09,A,6.17
129,46.78006199993227,-117.08477299999345,36.5,53,BE,6.41,BE,6.35,BE,6.52
129,46.78006199993227,-117.08477299999345,53,72,EB,6.38,EB,6.41,,
129,46.78006199993227,-117.08477299999345,72,103,Btb1,6.44,Btb1,6.41,,
129,46.78006199993227,-117.08477299999345,103,153,Btb2,6.35,Btb2,6.41,Btb2,6.85
129,46.78006199993227,-117.08477299999345,53,84,,,,,EB,6.97
129,46.78006199993227,-117.08477299999345,84,103,,,,,Btb1,6.94
131,46.78010399993395,-117.08393700000492,0,10,Ap,5.26,Ap,5.01,Ap,4.51
131,46.78010399993395,-117.08393700000492,10,20,A1,5.19,A1,5.46,Ap-A1,5.32
131,46.78010399993395,-117.08393700000492,20,30,A1,5.23,A1,6.26,A1,6.61
131,46.78010399993395,-117.08393700000492,30,57,A2,5.76,A2,6.05,A2,6.06
131,46.78010399993395,-117.08393700000492,57,75,AB,6.13,AB,6.16,AB,6.38
131,46.78010399993395,-117.08393700000492,75,100,EB1,6.42,EB1,6.29,EB1,6.74
131,46.78010399993395,-117.08393700000492,100,153,EB2,6.35,EB2,6.08,EB2,6.95
133,46.78008799993472,-117.08310100000014,0,10,Ap,5.34,Ap,5.37,Ap,4.72
133,46.78008799993472,-117.08310100000014,10,20,Ap,5.58,Ap,5.78,Ap,5.12
133,46.78008799993472,-117.08310100000014,20,30,Ap,5.9,Ap-A,6.28,Ap-A,5.83
133,46.78008799993472,-117.08310100000014,30,49,A,5.59,A,5.45,A,6.16
133,46.78008799993472,-117.08310100000014,49,79,Bw,5.78,Bw,5.62,Bw,6.46
133,46.78008799993472,-117.08310100000014,79,95,BE,5.94,BE,5.83,,
133,46.78008799993472,-117.08310100000014,95,117,E,6.28,E,6.24,,
133,46.78008799993472,-117.08310100000014,117,153,Btb,6.22,Btb,6.3,Btb,7.02
133,46.78008799993472,-117.08310100000014,79,91,,,,,BE,6.64
133,46.78008799993472,-117.08310100000014,91,117,,,,,E,6.94
135,46.78019399993446,-117.08226500000319,0,10,Ap,5.4,Ap,5.25,Ap,4.55
135,46.78019399993446,-117.08226500000319,10,20,Ap,5.54,Ap-A1,5.57,Ap-A1,5
135,46.78019399993446,-117.08226500000319,20,30,Ap,6.13,A1,6.2,A1,5.75
135,46.78019399993446,-117.08226500000319,30,36,A1,5.91,A1,5.6,A1,5.83
135,46.78019399993446,-117.08226500000319,36,64,A2,6.18,A2,5.98,A2,6.43
135,46.78019399993446,-117.08226500000319,64,86,Bw1,6.35,Bw1,6.19,Bw1,6.83
135,46.78019399993446,-117.08226500000319,86,114,Bw2,6.43,Bw2,6.33,Bw2,7
135,46.78019399993446,-117.08226500000319,114,153,Btb,6.45,Btb,6.5,Btb,7.17
137,46.78014727267813,-117.08145287173771,0,10,Ap,5.48,Ap,5.28,Ap,4.88
137,46.78014727267813,-117.08145287173771,10,20,A1,5.52,Ap-A1,5.07,Ap-A1,5.48
137,46.78014727267813,-117.08145287173771,20,30,A1,6.6,A1,5.9,A1,6.13
137,46.78014727267813,-117.08145287173771,30,45,A2,6.11,A2,6.05,A2,6.44
137,46.78014727267813,-117.08145287173771,45,76,AB,6.36,AB,6.33,AB,6.75
137,46.78014727267813,-117.08145287173771,76,123,Btb1,6.51,Btb1,6.63,Btb1,6.99
137,46.78014727267813,-117.08145287173771,123,153,Btb2,6.61,Btb2,6.75,Btb2,7.05
139,46.77999299992963,-117.08059299999658,0,10,Ap,5.28,Ap,4.95,Ap,4.54
139,46.77999299992963,-117.08059299999658,10,20,Ap,5.54,Ap,5.46,Ap,4.73
139,46.77999299992963,-117.08059299999658,20,30,Ap,6.2,Ap-A,6.51,Ap-A,5.68
