ID2,Latitude,Longitude,TopDepth,BottomDepth,1998,2008,2015
3,46.77879099993472,-117.08667799999922,0,10,0.10836,0.20352063829787234,0.15009042226319022
3,46.77879099993472,-117.08667799999922,10,20,0.11413,0.12735,0.1279416531604538
3,46.77879099993472,-117.08667799999922,20,30,0.07527,0.10361,0.09885988429518837
3,46.77879099993472,-117.08667799999922,30,39,0.07959,0.08115,0.10312486399442922
3,46.77879099993472,-117.08667799999922,39,65,0.06136,0.06005,0.06469630433709973
3,46.77879099993472,-117.08667799999922,65,98,0.04245,0.05288,0.04462829023415569
3,46.77879099993472,-117.08667799999922,98,153,0.04263,0.03872,0.03338591104977044
5,46.77866599993601,-117.08584199999683,0,10,0.11978,0.26415636363636363,0.1751918281220027
5,46.77866599993601,-117.08584199999683,10,20,0.13518,0.13623,0.12291137934591972
5,46.77866599993601,-117.08584199999683,20,30,0.12786,0.12702,0.11940182054616386
5,46.77866599993601,-117.08584199999683,30,42,0.07205,0.11295,0.1067577317108364
5,46.77866599993601,-117.08584199999683,42,66,0.06089,0.07368,0.06256061171204776
5,46.77866599993601,-117.08584199999683,66,97,0.05165,0.05643,0.04922413110600902
5,46.77866599993601,-117.08584199999683,97,153,0.04129,0.0316,0.03420199596722733
7,46.77863199993578,-117.08500599999627,0,10,0.12386,0.2695676923076923,0.18922025723472669
7,46.77863199993578,-117.08500599999627,10,20,0.12438,0.13658,0.13010063668104332
7,46.77863199993578,-117.08500599999627,20,30,0.11512,0.12448,0.12462099943851768
7,46.77863199993578,-117.08500599999627,30,66,0.10775,0.10582,0.10382118541193858
7,46.77863199993578,-117.08500599999627,66,84,0.07677,0.07047,0.061770009015326054
7,46.77863199993578,-117.08500599999627,84,100,0.07565,0.05631,0.0533039225088712
7,46.77863199993578,-117.08500599999627,100,153,0.04358,0.04388,0.036059100332357104
9,46.77867399993299,-117.08416999999837,0,10,0.12901,0.3222226119402985,0.19346251358203548
9,46.77867399993299,-117.08416999999837,10,20,0.13167,0.13327,0.13209074923875283
9,46.77867399993299,-117.08416999999837,20,30,0.13037,0.09842,0.11970871093027557
9,46.77867399993299,-117.08416999999837,30,47,0.10766,0.10786,0.09685767966181305
9,46.77867399993299,-117.08416999999837,47,73,0.06243,0.07045,0.05913828714155339
9,46.77867399993299,-117.08416999999837,73,103,0.04046,0.04986,0.04557161112749435
9,46.77867399993299,-117.08416999999837,103,153,0.03951,0.04893,0.03218002288877651
11,46.77865799993266,-117.08333399999816,0,10,0.1128,0.1934959375,0.17113460831187938
11,46.77865799993266,-117.08333399999816,10,20,0.11911,0.12726,0.12621347876899103
11,46.77865799993266,-117.08333399999816,20,30,0.12543,0.11635,0.11242565011254249
11,46.77865799993266,-117.08333399999816,30,44,0.09863,0.1112,0.09232529316426732
11,46.77865799993266,-117.08333399999816,44,62,0.0827,0.06907,0.023449009828676363
11,46.77865799993266,-117.08333399999816,62,93,0.03957,0.05201,0.042761410660243346
11,46.77865799993266,-117.08333399999816,93,153,0.02832,0.03957,0.02711931938031734
13,46.778763999934995,-117.08249800000364,0,10,0.12771,0.22141333333333332,0.1550287805095712
13,46.778763999934995,-117.08249800000364,10,20,0.10718,0.11917,0.11709274084735088
13,46.778763999934995,-117.08249800000364,20,30,0.10634,0.08633,0.09722720232787348
13,46.778763999934995,-117.08249800000364,30,48,0.07525,0.0733,0.07737811024457532
13,46.778763999934995,-117.08249800000364,48,77,0.05326,0.04154,0.05325017393897227
13,46.778763999934995,-117.08249800000364,77,105,0.0401,0.03319,0.04233687405159333
13,46.778763999934995,-117.08249800000364,105,153,0.02916,0.02348,0.03779299900182425
15,46.7787069999349,-117.08124400000357,0,10,0.1215,0.2674276923076923,0.13962908313829248
15,46.7787069999349,-117.08124400000357,10,20,0.11613,0.12056,0.09447090420769919
15,46.7787069999349,-117.08124400000357,20,30,0.10916,0.12372,0.09836962479445911
15,46.7787069999349,-117.08124400000357,30,40,0.06728,0.10345,0.10409167015487653
15,46.7787069999349,-117.08124400000357,40,64,0.04265,0.07513,0.06032042858586879
15,46.7787069999349,-117.08124400000357,64,79,0.03396,0.03012,NA
15,46.7787069999349,-117.08124400000357,64,81,NA,NA,0.03987296182306332
15,46.7787069999349,-117.08124400000357,79,110,0.03297,0.02944,NA
15,46.7787069999349,-117.08124400000357,81,110,NA,NA,0.04463405947646465
15,46.7787069999349,-117.08124400000357,110,153,0.03433,0.02146,0.03927170868347339
17,46.77879699993179,-117.07998999999812,0,10,0.1831,0.33677865671641793,0.21852575569927984
17,46.77879699993179,-117.07998999999812,10,20,0.18014,0.18411,0.1609662508076942
17,46.77879699993179,-117.07998999999812,20,30,0.15725,0.1755,0.1585270447314243
17,46.77879699993179,-117.07998999999812,30,33,0.15725,0.14578,0.1728005471154316
17,46.77879699993179,-117.07998999999812,33,65,0.1747,0.15691,0.1815985215985216
17,46.77879699993179,-117.07998999999812,65,86,0.123,0.09596,NA
17,46.77879699993179,-117.07998999999812,65,90,NA,NA,0.12602454838315053
17,46.77879699993179,-117.07998999999812,86,153,0.10671,0.02302,NA
17,46.77879699993179,-117.07998999999812,90,153,NA,NA,0.05588235294117648
19,46.778826619173316,-117.08846626321171,0,10,0.12804,0.18804666666666667,0.15400893276915842
19,46.778826619173316,-117.08846626321171,10,20,0.1076,0.12163,0.11408814736233001
19,46.778826619173316,-117.08846626321171,20,30,0.09639,0.10339,0.09334359438660027
19,46.778826619173316,-117.08846626321171,30,43,NA,NA,0.08770042412330611
19,46.778826619173316,-117.08846626321171,30,48,0.08354,0.06712,NA
